$HAVE_CRYPTO,$HAVE_HASH,$HAVE_REPLICATION,$HAVE_VERIFY,$HAVE_SEQUENCE,$HAVE_STATISTICS,$DIAGNOSTIC,$PAGESIZE,$PS1K,$PS4K,$PS8K,$PS16K,$PS32K,$CACHESIZE,$CS32MB,$CS16MB,$CS64MB,$CS512MB,$<Performance
0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0.5663
1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,5.8593
1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,6.5447
1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,5.8586
1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,10.7358
0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0.3728
0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0.6316
1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,37.6010
0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0.5774
0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.7479
0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.7823
0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.5288
1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,19.9904
0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2.1411
1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,21.2652
0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0.3936
1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,19.9400
0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.7494
0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0.9440
1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,5.8277
0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.7504
0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1.2554
0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0.3705
1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,37.6924
1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,5.8403
1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,37.6677
1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2.0713
0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0.6389
0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0.3707
0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.3917
1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,21.2274
1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,6.5372
1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,20.0014
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,6.5384
1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,21.2509
1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,10.7701
0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1.2733
0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0.3614
0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0.3898
1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.9476
0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.3658
0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0.5719
0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0.5113
1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.9186
0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0.9607
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,21.2171
1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,20.0033
1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,3.2801
1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,10.7394
1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,6.5068
0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.2519
1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,6.5344
1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,37.5558
0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.3835
1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,3.2663
0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2.3983
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.4991
1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,6.5464
0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0.5210
1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,21.2475
1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,19.9801
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,5.8673
0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1.2496
0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1.2499
0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.7900
0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.4973
1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,21.2105
0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0.9520
0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1.3119
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,3.2851
0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1.2713
0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0.5681
1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6.5306
1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,10.9350
0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.7509
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.2543
0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1.2546
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,2.0720
0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0.5263
0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.5055
1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,2.0310
1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,10.7016
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2.0982
1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,37.8035
1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,6.5174
0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1.2665
0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.7474
0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0.6396
1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2.0668
1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,21.2230
0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,2.1343
0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.4533
1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,21.2663
0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0.3943
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0.9478
0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0.6432
1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3.2085
0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0.3696
1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,19.9278
0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.3872
0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.9213
1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3.2277
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,2.0744
0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0.9484
0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.4620
1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,37.8092
0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5130
1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,20.0147
1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,38.8698
1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,5.8257
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,5.8540
1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,37.6032
1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,19.9297
1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,37.7354
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.5127
0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,2.1552
0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0.5093
0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0.9552
1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,6.5272
0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0.4785
1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,37.7323
1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,10.7030
1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,10.7213
1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,20.0094
1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,10.9099
0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0.6415
0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1.3070
1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,3.2492
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,21.2192
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.7814
1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,3.2628
0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2.1108
0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.7764
0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0.9256
0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.7511
1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,38.9938
0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.6232
0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0.5250
0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1.2437
0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.3853
1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,10.7366
1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.9129
0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.4969
1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,38.9802
0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,2.1452
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.5802
1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,37.8014
0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,2.1675
1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,37.6421
1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,5.8494
1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,37.6540
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.6332
0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0.3826
1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,10.6981
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0.5076
1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,6.5344
1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,3.2344
1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,10.8918
0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.5773
0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0.4681
1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,5.8326
0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0.4003
1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,38.8702
0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.7656
1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,2.0854
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,3.2865
1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,37.8014
1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,37.6887
0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.3825
0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0.4674
0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2.1393
1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,2.0289
1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,3.2689
1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,10.9305
1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3.2751
1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,19.9716
1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,2.0751
0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0.5672
1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,3.2714
0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0.5249
0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2.3876
1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,37.6527
0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.3683
1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.9450
0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0.9242
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,5.8503
1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,5.8308
0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.5227
1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,37.8359
0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.5322
0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0.9353
0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1.2577
1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.7185
0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.5064
0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.9326
0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,2.1693
1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,5.8370
1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,20.0173
0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.7566
0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0.5041
0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.7508
1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,5.8308
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,38.8241
0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,2.3921
0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1.2688
1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.9194
1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,6.5215
0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1.2693
1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,10.9029
0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0.5200
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0.5666
1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,38.9396
1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,10.7330
0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.4718
0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1.2515
0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,2.1706
1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3.2279
0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0.5292
1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,2.0865
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1.2580
1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,37.6331
1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,20.0319
0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0.5229
0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.5103
0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.7444
0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0.5770
0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0.6376
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,6.5054
1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,2.0869
0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1.2660
0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0.5827
1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,37.5861
1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,21.2535
1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,10.7266
0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.4608
1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,19.9721
1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,19.9874
0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.5359
0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.4852
1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,2.0831
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2.3697
1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,10.8897
1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,5.8237
1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,37.6997
1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,39.0191
0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0.3870
1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,21.2668
0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0.3705
1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2.0846
1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,21.2639
1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,5.8412
1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,3.2853
1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,21.2577
1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,3.2234
0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2.4085
1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,38.9998
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.2542
1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,21.2913
0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1.2570
1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,5.8353
1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,19.9085
0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0.7508
1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,37.6560
1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,3.2768
0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0.5386
0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1.2688
0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0.4498
1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,21.2147
0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0.3634
0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.2610
0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0.4638
0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.6379
0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.5184
